id,continent,gadm_level_0,gadm_level_1,gadm_level_2,region_custom,region_detail,iso_2,iso_3,taxa,kingdom,phylum,class,order,family,source_name,source_link,language,year
3002,Asia,Japan,Hokkaido,,,,JP,JPN,Amphibians,Animalia,Chordata,Amphibia,,,北海道レッドリスト(2001年),https://www.pref.hokkaido.lg.jp/ks/skn/yasei/tokutei/rdb/redlist/list.html,Japanese,2001
3003,Asia,Japan,Hokkaido,,,,JP,JPN,Fishes,Animalia,Chordata,,,,北海道レッドリスト(2001年),https://www.pref.hokkaido.lg.jp/ks/skn/yasei/tokutei/rdb/redlist/list.html,Japanese,2001
3004,Asia,Japan,Hokkaido,,,,JP,JPN,Insects,Animalia,Arthropoda,Insecta,,,北海道レッドリスト(2001年),https://www.pref.hokkaido.lg.jp/ks/skn/yasei/tokutei/rdb/redlist/list.html,Japanese,2001
3005,Asia,Maldives,,,,,MV,MDV,Sea Turtles,Animalia,Chordata,Reptilia,Testudines,,MALDIVES RED LIST,https://www.environment.gov.mv/v2/en/maldives-red-list,English,2022
3006,Asia,Maldives,,,,,MV,MDV,Corals,Animalia,Cnidaria,,,,MALDIVES RED LIST,https://www.environment.gov.mv/v2/en/maldives-red-list,English,2022
3007,Asia,Nepal,,,,,NP,NPL,Mammals,Animalia,Chordata,Mammalia,,,The Status of Nepal’s Mammals: The National Red List Series,https://www.ntnc.org.np/sites/default/files/doc_publication/2018-11/The%20Status%20of%20Nepal%27s%20Mammals%20-%20Red%20List.pdf,English,2011
3008,Asia,Nepal,,,,,NP,NPL,Birds,Animalia,Chordata,Aves,,,The Status of Nepal's Birds: The National Red List Series,https://cms.zsl.org/sites/default/files/2023-02/ZSL%20National%20Red%20List%20of%20Nepal%27s%20Birds%20Volume%201%202016.pdf,English,2016
3009,Asia,Nepal,,,,,NP,NPL,Birds,Animalia,Chordata,Aves,,,The state of Nepal birds 2010,https://threatenedtaxa.org/index.php/JoTT/article/view/1418/2591,English,2010
3010,Asia,Kuwait,,,,,KW,KWT,Birds,Animalia,Chordata,Aves,,,Conservation directory of the birds of Kuwait,https://portals.iucn.org/library/sites/library/files/documents/2022-053-En.pdf,English,2022
3011,Asia,Armenia,,,,,AM,ARM,Fauna,Animalia,,,,,ՀԱՅԱՍՏԱՆԻ ՀԱՆՐԱՊԵՏՈՒԹՅԱՆ ԿԵՆԴԱՆԻՆԵՐԻ ԿԱՐՄԻՐ ԳԻՐՔ,http://env.am/karmir-girq,Armenian,2010
3012,Asia,Armenia,,,,,AM,ARM,Flora,Plantae,,,,,ՀԱՅԱՍՏԱՆԻ ՀԱՆՐԱՊԵՏՈՒԹՅԱՆ ԲՈՒՅՍԵՐԻ ԿԱՐՄԻՐ ԳԻՐՔ,http://env.am/karmir-girq,Armenian,2010
3013,Asia,Armenia,,,,,AM,ARM,Flora List,Plantae,,,,,ՀԱՅԱՍՏԱՆԻ ՀԱՆՐԱՊԵՏՈՒԹՅԱՆ ԲՈՒՅՍԵՐԻ ԿԱՐՄԻՐ ԳԻՐՔ,http://env.am/karmir-girq,Armenian,2010
3014,Asia,,,,Indochina,Cambodia | Vietnam | Laos,KH | VN | LA,KHM | VNM | LAO,Galliformes,Animalia,Chordata,Aves,Galliformes,,"The status and conservation of Galliformes in Cambodia, Laos and Vietnam",https://link.springer.com/article/10.1007/s10531-008-9346-z,English,2008
3015,Asia,Jordan,,,,,JO,JOR,Flora,Plantae,,,,,Jordan Plant Red List Volume I,https://jo.chm-cbd.net/biodiversity/species-diversity/flora-jordan/jordan-plant-red-list,English,2014
3016,Asia,Jordan,,,,,JO,JOR,Flora,Plantae,,,,,Jordan Plant Red List Volume II,https://jo.chm-cbd.net/biodiversity/species-diversity/flora-jordan/jordan-plant-red-list,English,2017
3017,Asia,Turkey,,,,,TR,TUR,Butterflies,Animalia,Arthropoda,Insecta,Lepidoptera,,Red Book of Butterflies in Turkey,https://www.researchgate.net/publication/308305807_Red_Book_of_the_Butterflies_in_Turkey,English,2011
3018,Asia,Turkey,,,,,TR,TUR,Sphagnum Mosses,Plantae,,Sphagnopsida,,,Preliminary Red List Assessment of Turkish Sphagnum (Sphagnopsida),https://dergipark.org.tr/en/pub/anatolianbryology/issue/70318/956824,English,2022
3019,Asia,Pakistan,,,,,PK,PAK,Mammals,Animalia,Chordata,Mammalia,,,Status and Red List of Pakistan’s Mammals,https://zooreach.org/downloads/ZOO_CAMP_PHVA_reports/2003_CAMP_Pakistan_Mammals.pdf,English,2004
3020,Asia,Pakistan,Baluchistan,,,,PK,PAK,Mammals,Animalia,Chordata,Mammalia,,,Current Status of the Mammals of Balochistan,https://zsp.com.pk/pdf3/117-122%20(9).pdf,English,2007
3021,Asia,Hong Kong,,,,,HK,HKG,Fauna,Animalia,,,,,The present status and conservation of the biodiversity in Hong Kong,https://www.biodiversity-science.net/EN/10.17520/biods.2000004,Chinese,2000
3022,Asia,Hong Kong,,,,,HK,HKG,Flora,Plantae,,,,,The present status and conservation of the biodiversity in Hong Kong,https://www.biodiversity-science.net/EN/10.17520/biods.2000004,Chinese,2000
3023,Asia,Iran,,,,,IR,IRN,Flora,Plantae,,,,,Red Data Book of Iran,https://www.nhbs.com/red-data-book-of-iran-book,English,1999
3024,Asia,Iran,,,,,IR,IRN,Anatidae,Animalia,Chordata,Aves,Anseriformes,Anatidae,National assessment of threatened species using sparse data: IUCN Red List classification of Anatidae in Iran,https://zslpublications.onlinelibrary.wiley.com/doi/full/10.1111/acv.12282,English,2016
3025,Asia,Iran,,,,,IR,IRN,Amphibians,Animalia,Chordata,Amphibia,,,"A synoptic review of the Amphibians of Iran: bibliography, taxonomy, synonymy, distribution, conservation status, and identification key to the eggs, larvae, and adults",https://www.researchgate.net/publication/370608014_A_synoptic_review_of_the_Amphibians_of_Iran_bibliography_taxonomy_synonymy_distribution_conservation_status_and_identification_key_to_the_eggs_larvae_and_adults,English,2023
3026,Asia,Syria,,,,,SY,SYR,Freshwater Fishes,Animalia,Chordata,,,,Freshwater fishes of Syria: a revised and updated annotated checklist-2023,https://www.biotaxa.org/Zootaxa/article/view/zootaxa.5350.1.1,English,2023
3027,Asia,Tajikistan,,,,,TJ,TJK,Flora,Plantae,,,,,Red List of vascular plants of Tajikistan – the core area of the Mountains of Central Asia global biodiversity hotspot,https://www.nature.com/articles/s41598-020-63333-9,English,2020
3028,Asia,Tajikistan,,,,,TJ,TJK,Flora,Plantae,,,,,Китоби сурхи Ҷумҳурии Тоҷикистон,http://nlt.tj/book/141642,Tajik,2014
3029,Asia,Tajikistan,,,,,TJ,TJK,Fauna,Animalia,,,,,Китоби сурхи Ҷумҳурии Тоҷикистон,http://nlt.tj/book/141642,Tajik,2014
3030,Asia,Turkmenistan,,,,,TM,TKM,Flora,Plantae,,,,,"THE RED DATA BOOK OF TURKMENISTAN Volume 1, third edition",https://tehranconvention.org/system/files/tcis/turkmenistan_red_data_book_plants_fungi.pdf,English,2011
3031,Asia,Turkmenistan,,,,,TM,TKM,Fungi,Fungi,,,,,"THE RED DATA BOOK OF TURKMENISTAN Volume 1, third edition",https://tehranconvention.org/system/files/tcis/turkmenistan_red_data_book_plants_fungi.pdf,English,2011
3032,Asia,Turkmenistan,,,,,TM,TKM,Fauna,Animalia,,,,,"THE RED DATA BOOK OF TURKMENISTAN Volume 2, third edition",https://zmmu.msu.ru/menzbir/publ/Volume%20II%20Animals.pdf,English,2011
3033,Asia,Turkmenistan,,,,,TM,TKM,Fauna,Animalia,,,,,"THE RED DATA BOOK OF TURKMENISTAN Volume 2, fourth edition",https://turkmenistan.gov.tm/en/post/84583/new-edition-red-data-book-turkmenistan-published,English,2024
3034,Asia,Turkmenistan,,,,,TM,TKM,Flora,Plantae,,,,,"THE RED DATA BOOK OF TURKMENISTAN Volume 1, fourth edition",https://turkmenistan.gov.tm/en/post/84583/new-edition-red-data-book-turkmenistan-published,English,2024
3035,Asia,Turkmenistan,,,,,TM,TKM,Fungi,Fungi,,,,,"THE RED DATA BOOK OF TURKMENISTAN Volume 1, fourth edition",https://turkmenistan.gov.tm/en/post/84583/new-edition-red-data-book-turkmenistan-published,English,2024
3036,Asia,Uzbekistan,,,,,UZ,UZB,Fauna,Animalia,,,,,THE RED DATA BOOK OF THE REPUBLIC OF UZBEKISTAN,https://greenuniversity.uz/en/news/download-the-red-book-of-uzbekistan,English,2019
3037,Asia,Uzbekistan,,,,,UZ,UZB,Flora,Plantae,,,,,THE RED DATA BOOK OF THE REPUBLIC OF UZBEKISTAN,https://greenuniversity.uz/en/news/download-the-red-book-of-uzbekistan,English,2019
3038,Oceania,,,,Oceania Pacific Islands,American Samoa | Cook Islands | Fiji | Federated States of Micronesia | Guam | Kiribati | Marshall Islands | Northern Mariana Islands | New Caledonia | Nauru | Niue | Papua New Guinea | Pitcairn Islands | Tokelau | Tonga | Tuvalu | Vanuatu | Wallis and Futuna | Samoa,AS | CK | FJ | FM | GU | KI | MH | MP | NC | NR | NU | PG | PN | TK | TO | TV | VU | WF | WS,ASM | COK | FJI | FSM | GUM | KIR | MHL | MNP | NCL | NRU | NIU | PNG | PCN | TKL | TON | TUV | VUT | WLF | WSM,Marine Fauna,Animalia,,,,,THE CONSERVATION STATUS OF MARINE BIODIVERSITY OF THE PACIFIC ISLANDS OF OCEANIA,https://portals.iucn.org/library/sites/library/files/documents/RL-2017-001.pdf,English,2017
3039,Oceania,New Zealand,,,,,NZ,NZL,Fauna,Animalia,,,,,New Zealand Threat Classification System (NZTCS),https://nztcs.org.nz/,English,2024
3040,Oceania,New Zealand,,,,,NZ,NZL,Flora,Plantae,,,,,New Zealand Threat Classification System (NZTCS),https://nztcs.org.nz/,English,2024
3041,Oceania,New Zealand,,,,,NZ,NZL,Fungi,Fungi,,,,,New Zealand Threat Classification System (NZTCS),https://nztcs.org.nz/,English,2024
3042,Oceania,Papua New Guinea,,,,,PG,PNG,Endemic Plants,Plantae,,,,,PNG Threatened Endemic Plants and Animals Species.,https://png-data.sprep.org/dataset/png-red-list-species-2014,English,2014
3043,Oceania,Papua New Guinea,,,,,PG,PNG,Endemic Animals,Animalia,,,,,PNG Threatened Endemic Plants and Animals Species.,https://png-data.sprep.org/dataset/png-red-list-species-2014,English,2014
3044,Oceania,Papua New Guinea,,,,,PG,PNG,Endemic Trees,Plantae,Tracheophyta,,,,Extinction risk to the endemic trees of Papua New Guinea,https://nph.onlinelibrary.wiley.com/doi/10.1002/ppp3.10342,English,2022
3045,Europe,Russia,Adygey,,,,RU,RUS,Flora,Plantae,,,,,Постановление от 11 октября 2011 г. № 204 о порядке ведения Красной книги Республики Адыгея,https://www.plantarium.ru/page/redbook/id/113.html,Russian,2011
3046,Europe,Russia,Adygey,,,,RU,RUS,Flora,Plantae,,,,,"Красная книга Республики Адыгея, 2021 г.",https://www.plantarium.ru/lang/en/page/redbook/id/322.html,Russian,2021
3047,Asia,Azerbaijan,,,,,AZ,AZE,Flora,Plantae,,,,,Красная книга Азербайджанской Республики,https://www.plantarium.ru/lang/en/page/redbook/id/58.html,Russian,
3048,Asia,Russia,Altay,,,,RU,RUS,Flora,Plantae,,,,,"Красная книга Республики Алтай (растения). Горно-Алтайск, 2007.",https://www.plantarium.ru/lang/en/page/redbook/id/65.html,Russian,2007
3049,Asia,Russia,Altay,,,,RU,RUS,Fauna,Animalia,,,,,Красная книга Алтайского края. Т. 2. Редкие и находящиеся под угрозой исчезновения виды животных filetype:p,https://www.gasu.ru/science/laboratorii/lab-biomonitoringa/krasnaya-kniga-respubliki-altaj.pdf,Russian,2017
3050,Asia,Russia,Altay,,,,RU,RUS,Flora,Plantae,,,,,"Красная книга Республики Алтай (растения). Горно-Алтайск, 2017.",https://www.plantarium.ru/lang/en/page/redbook/id/271.html,Russian,2017
3051,Asia,Russia,Altay,,,,RU,RUS,Flora,Plantae,,,,,"Красная книга Алтайского края. Т. 1. Редкие и находящиеся под угрозой исчезновения виды растений. Барнаул, 2006",https://www.plantarium.ru/lang/en/page/redbook/id/28.html,Russian,2006
3052,Asia,Russia,Altay,,,,RU,RUS,Flora,Plantae,,,,,"Красная книга Алтайского края. Редкие и находящиеся под угрозой исчезновения виды растений и грибов. Т. 1. Барнаул, 2016.",https://www.plantarium.ru/lang/en/page/redbook/id/264.html,Russian,2016
3053,Asia,Russia,Amur,,,,RU,RUS,Flora,Plantae,,,,,"Красная книга Амурской области. Благовещенск, 2009.",https://www.plantarium.ru/lang/en/page/redbook/id/99.html,Russian,2009
3054,Asia,Russia,Amur,,,,RU,RUS,Fauna,Animalia,,,,,"Красная книга Амурской области: Редкие и находящиеся под угрозой исчезновения виды животных, растений и грибов. Благовещенск, 2020.",https://www.plantarium.ru/lang/en/page/redbook/id/300.html,Russian,2020
3055,Asia,Russia,Amur,,,,RU,RUS,Fungi,Fungi,,,,,"Красная книга Амурской области: Редкие и находящиеся под угрозой исчезновения виды животных, растений и грибов. Благовещенск, 2020.",https://www.plantarium.ru/lang/en/page/redbook/id/300.html,Russian,2020
3056,Asia,Russia,Amur,,,,RU,RUS,Flora,Plantae,,,,,"Красная книга Амурской области: Редкие и находящиеся под угрозой исчезновения виды животных, растений и грибов. Благовещенск, 2020.",https://www.plantarium.ru/lang/en/page/redbook/id/300.html,Russian,2020
3057,Asia,Armenia,,,,,AM,ARM,Flora,Plantae,,,,,Красная книга растений Республики Армения (на армянском языке). 2011.,https://www.plantarium.ru/lang/en/page/redbook/id/56.html,Russian,2011
3058,Europe,Russia,Arkhangel'sk,,,,RU,RUS,Flora,Plantae,,,,,"Красная книга Архангельской области. Архангельск, 2008.",https://www.plantarium.ru/lang/en/page/redbook/id/37.html,Russian,2008
3059,Europe,Russia,Arkhangel'sk,,,,RU,RUS,Flora,Plantae,,,,,"Красная книга Архангельской области. Архангельск, 2020.",https://www.plantarium.ru/lang/en/page/redbook/id/301.html,Russian,2020
3060,Europe,Russia,Astrakhan',,,,RU,RUS,Flora,Plantae,,,,,"Постановление от 28 сентября 2000 г. № 334 об утверждении перечня (списка) объектов животного и растительного мира, занесенных в Красную книгу Астраханской области.",https://www.plantarium.ru/lang/en/page/redbook/id/229.html,Russian,2000
3061,Europe,Russia,Astrakhan',,,,RU,RUS,Flora,Plantae,,,,,"Красная книга Астраханской области. Астрахань, 2014.",https://www.plantarium.ru/lang/en/page/redbook/id/223.html,Russian,2014
3062,Europe,,,,Baltic region,Poland | Denmark | Sweden | Finland | Estonia | Lithuania | Latvia | Kaliningrad | St. Petersburg,PL | DK | SE | FI | EE | LT | LV | RU,POL | DNK | SWE | FIN | EST | LTU | LVA | RUS,Flora,Plantae,,,,,Red Data Book of the Baltic Region. Part 1. Lists of threatened vascular plants and vertebrates. 1993.,https://www.plantarium.ru/lang/en/page/redbook/id/281.html,Russian,1993
3063,Asia,Russia,Bashkortostan,,Republic of Bashkortostan,,RU,RUS,Flora,Plantae,,,,,Постановление от 11 сентября 2001 г. №231 О Красной книге Республики Башкортостан,https://www.plantarium.ru/lang/en/page/redbook/id/16.html,Russian,2001
3064,Asia,Russia,Bashkortostan,,,,RU,RUS,Flora,Plantae,,,,,"Красная книга Республики Башкортостан. Т. 1: Растения и грибы. Уфа, 2011.",https://www.plantarium.ru/page/redbook/id/203.html,Russian,2011
3065,Europe,Russia,Belgorod,,,,RU,RUS,Flora,Plantae,,,,,"Постановление правительства Белгородской обл. от 28.01.2005 N 6-пп О перечнях объектов животного и растительного мира, заносимых в Красную книгу Белгородской области и Красная книга Белгородской области. Редкие и исчезающие растения, грибы, лишайники и животные. Белгород, 2005.",https://www.plantarium.ru/lang/en/page/redbook/id/73.html,Russian,2005
3066,Europe,Russia,,,,,RU,RUS,Flora,Plantae,,,,,"Красная книга Белгородской области. Редкие и исчезающие растения, лишайники, грибы и животные. Белгород, 2019.",https://www.plantarium.ru/lang/en/page/redbook/id/319.html,Russian,2019
3067,Asia,Russia,Bryansk,,,,RU,RUS,Flora,Plantae,,,,,"Красная книга Брянской области. Растения. Грибы. Брянск, 2004.",https://www.plantarium.ru/lang/en/page/redbook/id/101.html,Russian,2004
3068,Asia,Russia,Bryansk,,,,RU,RUS,Flora,Plantae,,,,,"Красная книга Брянской области. Брянск, 2016.",https://www.plantarium.ru/lang/en/page/redbook/id/265.html,Russian,2016
3069,Asia,Russia,Buryat,,,,RU,RUS,Flora,Plantae,,,,,"Красная книга Республики Бурятия: Редкие и исчезающие виды растений грибов. Новосибирск: Наука, 2002",https://www.plantarium.ru/lang/en/page/redbook/id/115.html,Russian,2002
3070,Asia,Russia,Buryat,,,,RU,RUS,Flora,Plantae,,,,,"Красная книга Республики Бурятия: Редкие и находящиеся под угрозой исчезновения виды животных, растений и грибов. Улан-Удэ, 2013.",https://www.plantarium.ru/lang/en/page/redbook/id/121.html,Russian,2013
3071,Asia,Russia,Buryat,,,,RU,RUS,Flora,Plantae,,,,,"Красная книга редких и находящихся под угрозой исчезновения видов животных и растений Бурятской АССР. Улан-Удэ, 1988.",https://www.plantarium.ru/lang/en/page/redbook/id/24.html,Russian,1988
3072,Europe,Russia,Vladimir,,,,RU,RUS,Fauna,Animalia,,,,,Красная книга Владимирской области 2010,https://www.prlib.ru/item/680701,Russian,2010
3073,Europe,Russia,Vladimir,,,,RU,RUS,Fauna,Animalia,,,,,"Красная книга Владимирской области. Владимир, 2008.",http://www.ecoparki.ru/pages_s/24.html,Russian,2008
3074,Europe,Russia,Vladimir,,,,RU,RUS,Flora,Plantae,,,,,"Красная книга Владимирской области. Владимир, 2008.",http://www.ecoparki.ru/pages_s/24.html,Russian,2008
3075,Europe,Russia,Vladimir,,,,RU,RUS,Flora,Plantae,,,,,"Красная книга Владимирской области. Тамбов, 2018.",https://www.plantarium.ru/lang/en/page/redbook/id/308.html,Russian,2018
3076,Europe,Russia,Volgograd,,,,RU,RUS,Flora,Plantae,,,,,"Красная книга: редкие и охраняемые растения и животные Волгоградской области. Волгоград, 1992.",https://www.plantarium.ru/lang/en/page/redbook/id/288.html,Russian,1992
3077,Europe,Russia,Volgograd,,,,RU,RUS,Flora,Plantae,,,,,"Красная книга Волгоградской области. Ч. 2. Растения и грибы. Волгоград, 2006",https://www.plantarium.ru/lang/en/page/redbook/id/11.html,Russian,2006
3078,Europe,Russia,Volgograd,,,,RU,RUS,Flora,Plantae,,,,,"Красная книга Волгоградской области. Ч. 2. Растения и другие организмы. Волгоград, 2017",https://www.plantarium.ru/lang/en/page/redbook/id/267.html,Russian,2017
3079,Europe,Russia,Vologda,,,,RU,RUS,Flora,Plantae,,,,,"Красная книга Вологодской области. Т. 2. Растения и грибы. Вологда, 2004",https://www.plantarium.ru/lang/en/page/redbook/id/21.html,Russian,2004
3080,Europe,Russia,Vologda,,,,RU,RUS,Flora,Plantae,,,,,"Постановление от 24 февраля 2015 г. N 125 Об утверждении перечня (списка) редких и исчезающих видов (внутривидовых таксонов) растений и грибов, занесенных в Красную книгу Вологодской области.",https://www.plantarium.ru/lang/en/page/redbook/id/230.html,Russian,2015
3081,Europe,Russia,Voronezh,,,,RU,RUS,Flora,Plantae,,,,,"Красная Книга Воронежской области. Т. 1. Растения. Лишайники. Грибы. Воронеж, 2011.",https://www.plantarium.ru/lang/en/page/redbook/id/98.html,Russian,2011
3082,Europe,Russia,Voronezh,,,,RU,RUS,Flora,Plantae,,,,,"Красная книга Воронежской области. Т. 1. Растения, Лишайники, Грибы.",https://www.plantarium.ru/lang/en/page/redbook/id/292.html,Russian,2018
3083,Europe,,,,Eastern Fennoscandia,Finland | Karelia | Leningrad | Murmansk,FI | RU,FIN | RUS,Flora,Plantae,,,,,"Red Data Book of East Fennoscandia. Helsinki, 1998.",https://www.plantarium.ru/lang/en/page/redbook/id/55.html,English,1998
3084,Europe,,,,Eastern Fennoscandia,Finland | Karelia | Leningrad | Murmansk,FI | RU,FIN | RUS,Fauna,Animalia,,,,,"Red Data Book of East Fennoscandia. Helsinki, 1998.",https://www.plantarium.ru/lang/en/page/redbook/id/55.html,English,1998
3085,Europe,Georgia,,,Georgian SSR,,GE,GEO,Flora,Plantae,,,,,"Красная книга Грузинской ССР. Редкие и находящиеся под угрозой исчезновения виды животных и растений. Тбилиси, 1982.",https://www.plantarium.ru/lang/en/page/redbook/id/92.html,Russian,1982
3086,Asia,Russia,Dagestan,,,,RU,RUS,Flora,Plantae,,,,,"Красная книга Республики Дагестан. Редкие, находящиеся под угрозой исчезновения виды животных и растений. Махачкала, 1998.",https://www.plantarium.ru/lang/en/page/redbook/id/233.html,Russian,1998
3087,Asia,Russia,Dagestan,,,,RU,RUS,Flora,Plantae,,,,,"Красная книга Республики Дагестан. Махачкала, 2009.",https://www.plantarium.ru/lang/en/page/redbook/id/106.html,Russian,2009
3088,Europe,Ukraine,Donetsk,,,,RU,RUS,Flora,Plantae,,,,,"Красная книга Донецкой Народной Республики, 2020 г.",https://www.plantarium.ru/lang/en/page/redbook/id/306.html,Russian,2020
3089,Asia,Russia,Yevrey,,,,RU,RUS,Fungi,Fungi,,,,,"Красная книга Еврейской автономной области. Редкие и находящиеся под угрозой исчезновения виды растений и грибов. Новосибирск, 2006.",https://ru.wikipedia.org/wiki/%D0%9A%D1%80%D0%B0%D1%81%D0%BD%D0%B0%D1%8F_%D0%BA%D0%BD%D0%B8%D0%B3%D0%B0_%D0%95%D0%B2%D1%80%D0%B5%D0%B9%D1%81%D0%BA%D0%BE%D0%B9_%D0%B0%D0%B2%D1%82%D0%BE%D0%BD%D0%BE%D0%BC%D0%BD%D0%BE%D0%B9_%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D0%B8,Russian,2006
3090,Asia,Russia,Yevrey,,,,RU,RUS,Flora,Plantae,,,,,"Красная книга Еврейской автономной области. Редкие и находящиеся под угрозой исчезновения виды растений и грибов. Новосибирск, 2006.",https://ru.wikipedia.org/wiki/%D0%9A%D1%80%D0%B0%D1%81%D0%BD%D0%B0%D1%8F_%D0%BA%D0%BD%D0%B8%D0%B3%D0%B0_%D0%95%D0%B2%D1%80%D0%B5%D0%B9%D1%81%D0%BA%D0%BE%D0%B9_%D0%B0%D0%B2%D1%82%D0%BE%D0%BD%D0%BE%D0%BC%D0%BD%D0%BE%D0%B9_%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D0%B8,Russian,2006
3091,Asia,Russia,Yevrey,,,,RU,RUS,Fauna,Animalia,,,,,Красная книга Еврейской автономной области,https://ru.wikipedia.org/wiki/%D0%9A%D1%80%D0%B0%D1%81%D0%BD%D0%B0%D1%8F_%D0%BA%D0%BD%D0%B8%D0%B3%D0%B0_%D0%95%D0%B2%D1%80%D0%B5%D0%B9%D1%81%D0%BA%D0%BE%D0%B9_%D0%B0%D0%B2%D1%82%D0%BE%D0%BD%D0%BE%D0%BC%D0%BD%D0%BE%D0%B9_%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D0%B8,Russian,2004
3092,Asia,Russia,Yevrey,,,,RU,RUS,Flora,Plantae,,,,,"Красная книга Еврейской автономной области. Редкие и находящиеся под угрозой исчезновения виды растений и грибов. Биробиджан, 2019.",https://ru.wikipedia.org/wiki/%D0%9A%D1%80%D0%B0%D1%81%D0%BD%D0%B0%D1%8F_%D0%BA%D0%BD%D0%B8%D0%B3%D0%B0_%D0%95%D0%B2%D1%80%D0%B5%D0%B9%D1%81%D0%BA%D0%BE%D0%B9_%D0%B0%D0%B2%D1%82%D0%BE%D0%BD%D0%BE%D0%BC%D0%BD%D0%BE%D0%B9_%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D0%B8,Russian,2019
3093,Asia,Russia,Zabaykal'ye,,,,RU,RUS,Mammals,Animalia,Chordata,Mammalia,,,Красная книга Забайкальского края. Животные / Ред,http://daurzapoved.com/index.php/ru/index.php/ru/biblioteka/knigi-broshyury/247-krasnaya-kniga-zabajkalskogo-kraya,Russian,2012
3094,Asia,Russia,Zabaykal'ye,,,,RU,RUS,Birds,Animalia,Chordata,Aves,,,Красная книга Забайкальского края. Животные / Ред,http://daurzapoved.com/index.php/ru/index.php/ru/biblioteka/knigi-broshyury/247-krasnaya-kniga-zabajkalskogo-kraya,Russian,2012
3095,Asia,Russia,Zabaykal'ye,,,,RU,RUS,Birds,Animalia,Chordata,Aves,,,Красная книга Забайкальского края. Животные / Ред,http://daurzapoved.com/index.php/ru/index.php/ru/biblioteka/knigi-broshyury/247-krasnaya-kniga-zabajkalskogo-kraya,Russian,2012
3096,Asia,Russia,Zabaykal'ye,,,,RU,RUS,Reptiles,Animalia,Chordata,Reptilia,,,Красная книга Забайкальского края. Животные / Ред,http://daurzapoved.com/index.php/ru/index.php/ru/biblioteka/knigi-broshyury/247-krasnaya-kniga-zabajkalskogo-kraya,Russian,2012
3097,Asia,Russia,Zabaykal'ye,,,,RU,RUS,Amphibians,Animalia,Chordata,Amphibia,,,Красная книга Забайкальского края. Животные / Ред,http://daurzapoved.com/index.php/ru/index.php/ru/biblioteka/knigi-broshyury/247-krasnaya-kniga-zabajkalskogo-kraya,Russian,2012
3098,Asia,Russia,Zabaykal'ye,,,,RU,RUS,Fishes,Animalia,Chordata,,,,Красная книга Забайкальского края. Животные / Ред,http://daurzapoved.com/index.php/ru/index.php/ru/biblioteka/knigi-broshyury/247-krasnaya-kniga-zabajkalskogo-kraya,Russian,2012
3099,Asia,Russia,Zabaykal'ye,,,,RU,RUS,Molluscs,Animalia,Mollusca,,,,Красная книга Забайкальского края. Животные / Ред,http://daurzapoved.com/index.php/ru/index.php/ru/biblioteka/knigi-broshyury/247-krasnaya-kniga-zabajkalskogo-kraya,Russian,2012
3100,Asia,Russia,Zabaykal'ye,,,,RU,RUS,Insects,Animalia,Arthropoda,Insecta,,,Красная книга Забайкальского края. Животные / Ред,http://daurzapoved.com/index.php/ru/index.php/ru/biblioteka/knigi-broshyury/247-krasnaya-kniga-zabajkalskogo-kraya,Russian,2012
3101,Asia,Russia,Zabaykal'ye,,,,RU,RUS,Insects,Animalia,Arthropoda,Insecta,,,Красная книга Забайкальского края. Животные / Ред,http://daurzapoved.com/index.php/ru/index.php/ru/biblioteka/knigi-broshyury/247-krasnaya-kniga-zabajkalskogo-kraya,Russian,2012
3102,Asia,Russia,Zabaykal'ye,,,,RU,RUS,Flora,Plantae,,,,,"Перечень объектов растительного мира, занесенных в Красную книгу Забайкальского края (в редакции постановления Правительства Забайкальского края от 04 февраля 2014 года № 20).",https://www.plantarium.ru/lang/en/page/redbook/id/231.html,Russian,2014
3103,Asia,Russia,Zabaykal'ye,,,,RU,RUS,Flora,Plantae,,,,,"Постановление от 16 февраля 2010 года N 52 об утверждении перечня объектов растительного мира, занесенных в Красную книгу Забайкальского края (в редакции Постановлений Правительства Забайкальского края от 04.02.2014 N 20, от 27.05.2014 N 290, от 25.08.2015 N 428, от 24.08.2016 N 362)",https://www.plantarium.ru/lang/en/page/redbook/id/275.html,Russian,2016
3104,Europe,Russia,Ivanovo,,,,RU,RUS,Fauna,Animalia,,,,,Красная книга Ивановской области. Т. 1,https://rusmam.ru/static/literature/2f/eb/2feb859ebc6b2ab99deed732f215a874.pdf,Russian,2007
3105,Europe,Russia,Ivanovo,,,,RU,RUS,Fungi,Fungi,,,,,Красная книга Ивановской области. Т. 1,https://rusmam.ru/static/literature/2f/eb/2feb859ebc6b2ab99deed732f215a874.pdf,Russian,2010
3106,Europe,Russia,Ivanovo,,,,RU,RUS,Flora,Plantae,,,,,"Красная книга Ивановской области. Т.2. Растения и грибы. Иваново, 2010.",https://www.plantarium.ru/lang/en/page/redbook/id/103.html,Russian,2010
3107,Europe,Russia,Ingush,,,,RU,RUS,Flora,Plantae,,,,,"Красная книга Республики Ингушетия: Растения. Животные. Магас, 2007.",https://www.plantarium.ru/lang/en/page/redbook/id/33.html,Russian,2007
